scores	parameters
-4.217998578641675	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.1, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
-4.227084529601656	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.1, 'model__reg_lambda': 0.1, 'model__subsample': 1.0, 'model__verbose': -1
-4.233096064505608	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.0, 'model__reg_lambda': 0.1, 'model__subsample': 1.0, 'model__verbose': -1
-4.264007771264537	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 300, 'model__num_leaves': 31, 'model__reg_alpha': 0.0, 'model__reg_lambda': 0.1, 'model__subsample': 1.0, 'model__verbose': -1
-4.407798421529074	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': -1, 'model__n_estimators': 300, 'model__num_leaves': 31, 'model__reg_alpha': 0.0, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
-4.503932473564233	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.0, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
-4.55067047005145	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 300, 'model__num_leaves': 31, 'model__reg_alpha': 0.1, 'model__reg_lambda': 0.1, 'model__subsample': 1.0, 'model__verbose': -1
-4.6078607879470415	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': -1, 'model__n_estimators': 300, 'model__num_leaves': 31, 'model__reg_alpha': 0.1, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
-4.629497764894414	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 300, 'model__num_leaves': 31, 'model__reg_alpha': 0.0, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
-4.882517656994876	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.1, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
-5.198518720832295	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.1, 'model__reg_lambda': 0.1, 'model__subsample': 1.0, 'model__verbose': -1
-5.286456183825185	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.1, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
-5.35122625852983	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.0, 'model__reg_lambda': 0.1, 'model__subsample': 1.0, 'model__verbose': -1
-5.495802520596357	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff444c784a0>, 'model__colsample_bytree': 1.0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': -1, 'model__n_estimators': 100, 'model__num_leaves': 31, 'model__reg_alpha': 0.0, 'model__reg_lambda': 0.0, 'model__subsample': 1.0, 'model__verbose': -1
