scores	parameters
-3.1046513051606945	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'
-3.104651305160695	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'
-3.1066062498424616	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'distance'
-3.119980239868164	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'uniform'
-3.1441154156886624	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'
-3.144389189807189	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'
-3.1459163975245032	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'
-3.1461225062334517	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'
-3.1462197685768087	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'
-3.1522824537078784	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'
-3.1573823154681255	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-3.1604469362188716	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-3.1686634241627467	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-3.168982662818839	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'
-3.177854644188739	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-3.188091319986209	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'distance'
-3.192698431015015	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'uniform'
-3.2055205278407053	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'
-3.2133707553492386	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'
-3.2311834811302917	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'distance'
-3.2466707709945006	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-3.2563229970442733	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'distance'
-3.3055460015152662	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'distance'
-3.3566519021987915	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'
-3.408696746826172	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'uniform'
-3.4302802085876465	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'uniform'
-3.435271769077903	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'distance'
-3.4397024435571852	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-3.4451123901959626	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'distance'
-3.5619694232940673	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'uniform'
-3.6009575843811037	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'
-3.6169537352599264	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-3.8189212806461397	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'distance'
-3.8371786797484218	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'distance'
-3.9731388018438536	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'distance'
-4.027203980352334	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'
-4.187175377272483	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'distance'
-4.194968509674072	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'
-4.230857476312703	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'
-4.367271804809571	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'
-4.450201174331755	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'
-6.151734733581543	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.181608772277832	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.244713973999024	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.340047073364258	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-6.356008815765381	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-6.362498092651367	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-6.36448221206665	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.492910385131836	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.515254306793213	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-6.560649681091308	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-6.5798734664917	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.62184705734253	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-6.724905872344971	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-6.780310535430909	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.859403324127197	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 1, 'model__weights': 'uniform'
-6.9284594535827635	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 15, 'model__p': 2, 'model__weights': 'uniform'
-7.714513206481934	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-7.854194068908692	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
-7.901517868041992	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-8.086203002929688	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
-8.095397758483887	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
-8.16874294281006	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-8.402842617034912	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-8.408496761322022	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
-8.546845722198487	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
-8.584840202331543	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-8.819686794281006	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-9.004617500305176	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
-9.113911533355713	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'kd_tree', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-9.120320987701415	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 2, 'model__weights': 'uniform'
-9.19064016342163	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 30, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
-9.238625717163085	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7fe9c0fc44a0>, 'model__algorithm': 'auto', 'model__leaf_size': 20, 'model__metric': 'minkowski', 'model__n_neighbors': 25, 'model__p': 1, 'model__weights': 'uniform'
