scores	parameters
-3.304175519943237	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.8
-3.3274981498718263	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.7
-3.362160158157349	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.7
-3.4801383018493652	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.8
-3.5436422348022463	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.7
-3.5539857387542724	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.8
-3.5722005367279053	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.2, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.8
-3.612747406959534	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.8
-3.6206643104553224	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.8
-3.631190776824951	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.7
-3.710414934158325	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.2, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.7
-3.7953872203826906	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.7
-3.940010643005371	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.7
-4.096403646469116	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.8
-4.179877853393554	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.7
-4.197093534469604	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.8
-4.2192586898803714	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.8
-4.25796685218811	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.8
-4.263392114639283	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.7
-4.398231029510498	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.8
-4.5326988220214846	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.7
-4.560928297042847	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.8
-4.622679948806763	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__n_estimators': 50, 'model__subsample': 0.8
-4.625470304489136	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 50, 'model__subsample': 0.7
-5.067763805389404	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.7
-5.439222145080566	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f001fad04a0>, 'model__colsample_bytree': 0.7, 'model__gamma': 0, 'model__importance_type': 'gain', 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 50, 'model__subsample': 0.8
