scores	parameters
-4.065476524657753	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-4.155388415652648	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-4.7825701679735815	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-4.805574119404236	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-4.917623068440255	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-4.951411114276533	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-5.0587567836278735	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-5.247863921533257	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-5.6731264062834335	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-6.96585914181793	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-7.038603448061598	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-7.044853576516812	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-7.523890642640711	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-7.5881658351102645	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-7.773542252835282	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-7.798342262935411	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'linear', 'model__max_iter': -1, 'model__tol': 0.0001
-8.048151407284257	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-8.158739192662688	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-9.17547989652363	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-9.231328953862796	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-9.553478294332917	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-9.561866673780361	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-9.95547023102404	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-10.41109530157929	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-11.38731678993317	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-11.401816944016979	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-17.24864289274698	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-17.257382391587537	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-17.76054473826962	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-17.767462561110484	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf', 'model__max_iter': -1, 'model__tol': 0.0001
-18.150345079992142	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-18.49912639333442	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-18.6969127049473	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-18.712359356434433	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-18.729621183314396	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 2, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-18.744431976989283	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 10, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-18.75314422619641	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
-18.75606702290097	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7ff1759044a0>, 'model__C': 1.0, 'model__degree': 3, 'model__epsilon': 0.1, 'model__gamma': 0.01, 'model__kernel': 'poly', 'model__max_iter': -1, 'model__tol': 0.0001
