scores	parameters
-3.5378496170043947	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.001, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-3.567627763748169	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-3.6104615211486815	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.001, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-3.6172250270843507	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-3.62388391494751	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.0001, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-3.626328182220459	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-3.632322978973389	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-3.7138765811920167	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.001, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-3.730657529830933	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.001, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-3.85028977394104	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.01, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-3.8994107246398926	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.0001, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-3.9598875045776367	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.0001, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-3.9686954021453857	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.001, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-4.049584913253784	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.0001, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-4.141552257537842	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.01, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-4.2382673740386965	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.01, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-4.253992748260498	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-4.271796560287475	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-4.619140768051148	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 5000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-4.857601022720337	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.01, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'cyclic', 'model__tol': 1e-05, 'model__warm_start': False
-4.891301679611206	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.0001, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
-4.967503929138184	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f39ef7b84a0>, 'model__alpha': 0.1, 'model__fit_intercept': True, 'model__max_iter': 10000, 'model__selection': 'random', 'model__tol': 1e-05, 'model__warm_start': False
